Sales,Total_Income,Net_Profit,Cash,Operating_Expense_Ratio,Net_Profit_Margin,Current_Ratio,date,id,obs_id,salinitySurface,Quarter,Period
15776.412894228533,23366.82844957988,10982.847949381874,2321.925745088114,0.6373231030657027,0.3324977262084874,1.7482593473487866,2000-01-23,88,23,28.052583382838208,Q4,Quarterly
58239.92888579437,90090.13739974625,387.0871992248685,29121.091701263762,0.4370101592891614,0.14402080454650612,1.8527299901522087,2000-01-24,76,24,37.42519870627275,Q1,Monthly
57057.01821009993,52429.86953786101,-3077.2878780551673,17955.462511981506,0.48260697809086595,0.1782625047326315,1.1335211228665738,2000-01-25,85,25,35.34136495698072,Q1,Monthly
11175.063677350396,6237.377518067794,12971.774812866031,47791.086640640606,0.33380471161240377,0.07937147939517418,1.6691939383779903,2000-01-26,5,26,37.845868519207876,Q2,Yearly
4587.797873398679,15737.773790449217,4736.746646200096,14702.920930090357,0.13060258011561507,0.07110673082503507,1.9722729550292963,2000-01-27,15,27,28.01787973147408,Q3,Quarterly
45456.46469225376,142936.53749858288,7473.037473859153,26629.383795521077,0.3472736026736907,0.29984964428784133,1.4420905498314638,2000-01-28,73,28,39.85683325706592,Q3,Yearly
6437.966683402945,62951.96139064358,8740.039185974845,29405.83144287773,0.1924806222276268,0.20206256399440597,1.4383539051121863,2000-01-29,67,29,35.957324256853504,Q3,Quarterly
54832.53814304655,35380.845560539936,444.00915517786416,16528.189991860127,0.2388300713879533,0.07901585827225716,2.4635976955323384,2000-01-30,14,30,31.27145305335591,Q2,Yearly
91117.91182661417,127473.82753039653,-4505.126821779198,46117.69197898034,0.7593017770694039,0.17241307400306333,1.5381299101907526,2000-01-31,2,31,31.380241201120356,Q4,Quarterly
15815.667078309469,29569.53697285053,10016.187189519387,34469.366350160904,0.26507786236552616,0.2247483646236756,2.2652403513600814,2000-02-01,59,32,25.556462965371185,Q4,Monthly
87221.04745810728,111560.10120302324,-4290.36373193561,571.6606257517033,0.6886324108316383,0.3122674650223311,1.66525098073254,2000-02-02,96,33,28.91444880726022,Q4,Yearly
69140.07183265111,56745.66230663095,10909.930697950109,37147.32014088553,0.33751633548796334,0.383933501555435,1.230751719853106,2000-02-03,79,34,34.94708177356671,Q3,Quarterly
67204.98003206581,133331.97197650833,-8406.401879790265,28502.33579294621,0.18623231563010328,0.3560962506788572,1.734409762226403,2000-02-04,39,35,32.173295539969736,Q3,Monthly
44889.84314861883,140165.64270331452,-1341.5981555908238,8807.920398106718,0.11703723721723783,0.22737409654208923,1.9402173806010825,2000-02-05,22,36,29.21825829566764,Q1,Quarterly
1745.7659662785536,103337.09716720573,2586.3872077452725,5676.686158841478,0.21137089880539334,0.29828117009451477,1.304159700381127,2000-02-06,17,37,32.57440894548232,Q2,Quarterly
22456.0232248238,67917.06535460838,10484.180191582593,16526.013151230483,0.22437920670271577,0.16117260327035166,2.4411103028182435,2000-02-07,80,38,33.51715781967948,Q1,Quarterly
58279.84667565223,141922.01290061956,-1647.834819134432,3566.1381944787286,0.6023418315322898,0.05354235432997887,1.538807032802422,2000-02-08,23,39,25.073941969184386,Q2,Monthly
25331.428224458898,59466.94927571566,5367.812755929261,25808.33141958806,0.6199362907406405,0.13038745225077428,1.6175253518578987,2000-02-09,63,40,29.581448823586662,Q2,Yearly
83359.33524491225,127982.70152578806,15303.71717937549,43304.46060855871,0.7054762013517193,0.058733424271500335,1.9403429597961899,2000-02-10,60,41,37.04423256114713,Q4,Yearly
96977.62512962717,137527.05665974223,-6162.8159068484765,19637.641238646444,0.3483426343535274,0.10129262949442203,2.3946596648626124,2000-02-11,12,42,37.84939182843935,Q2,Quarterly
51551.87950240719,44325.54029494395,8313.202750083638,44233.19144603436,0.6771700184839801,0.38252166535305077,1.7390692077258612,2000-02-12,42,43,34.66852030259872,Q1,Monthly
82221.38858725362,114920.68691273828,-829.0114011267269,41349.33832709108,0.5659552088006149,0.24373016385315655,1.030753512755556,2000-02-13,11,44,30.237753058538893,Q1,Quarterly
61086.482181207895,92742.2050409342,-5150.826234903563,27786.495359246815,0.26280663837217655,0.0926815766613753,2.3430146026720045,2000-02-14,62,45,31.214480783284525,Q4,Yearly
24559.50984528121,16402.262592454194,-6207.054712951784,13901.618509647658,0.7912621224750102,0.2714126710625719,1.6288367934275079,2000-02-15,63,46,39.206118372267454,Q4,Quarterly
30654.087963322443,110379.99026155325,-1640.7510673950728,14142.490726420294,0.707243585822563,0.050797670617801854,1.9254385494086343,2000-02-16,78,47,28.12116251322016,Q4,Quarterly
28919.65086254708,46640.3057748974,12382.910451800886,13700.012224287731,0.5377217251774153,0.2343590093047641,1.2186537054609492,2000-02-17,86,48,25.615092272273728,Q2,Yearly
2133.0711961598563,131017.98716725773,1957.2647795832345,32457.797188402245,0.45294178013516717,0.30866889341696924,1.0665114666731048,2000-02-18,31,49,35.22637374562667,Q2,Yearly
69969.40033613397,106878.79331176497,-8966.598384432984,13653.886011948613,0.4927796179478554,0.05030548024631202,2.184252087371325,2000-02-19,15,50,30.17847791824057,Q2,Quarterly
52026.07980555361,133126.24849515883,9156.737677208148,40350.29728190153,0.3490660170982015,0.24249696194500753,1.4176926840388933,2000-02-20,55,51,26.43243871694127,Q2,Monthly
39414.98883461593,148217.75858161558,13364.404371830416,17090.29434018907,0.2245468716858988,0.07157938104544045,1.3432354429426243,2000-02-21,70,52,36.92377684031861,Q4,Monthly
66739.47998900966,5271.792559121304,6311.730815835028,33535.24950958634,0.5003336737288951,0.09593396922572997,2.10268729037388,2000-02-22,8,53,34.83037374397115,Q3,Quarterly
74834.77865996043,38866.81115162223,17922.757866407257,13835.526499712154,0.3352776405155006,0.08278627502086242,1.8159865343751547,2000-02-23,96,54,30.949058458058396,Q3,Yearly
6403.007661129157,87482.49199291688,14934.005652379557,46522.34727593548,0.4412513610088511,0.3947229513477354,2.3234383094284294,2000-02-24,90,55,37.80659647460014,Q2,Yearly
25542.372737167767,24421.79279742954,-951.242522301698,22419.403132635958,0.7788169077395101,0.27018177480943656,1.394653143575848,2000-02-25,50,56,28.18130872062964,Q2,Monthly
40395.70747659779,119141.11638573995,14738.38438085566,24621.258421490464,0.6429706723448673,0.15515171626897287,1.5432230045135757,2000-02-26,49,57,30.791542347675094,Q2,Yearly
78581.89223408702,82602.2496822045,-1005.9161748424794,2942.7243682627145,0.37965341353611914,0.16476770039704353,2.102180840599571,2000-02-27,96,58,36.23885685074511,Q2,Monthly
47818.15691303222,24338.34968666525,10720.59429979196,45014.05545463039,0.706518155499484,0.31815703861082983,2.1228933250224387,2000-02-28,27,59,26.308911436865756,Q1,Monthly
2770.0968828277123,51088.45974550631,14704.535427345985,39573.4934343763,0.5970421696832532,0.1103808386127989,1.2082749282489966,2000-02-29,13,60,37.75518002616008,Q1,Monthly
42425.47562290521,15455.178545303037,5365.156810591834,37274.88143139535,0.4270961539175946,0.37379680750328065,2.161105396379401,2000-03-01,22,61,27.022228524028332,Q2,Monthly
92126.72415838341,85965.00894135209,17386.055266310905,38232.71823543738,0.38052712260328736,0.07311749890655446,1.9579855641053396,2000-03-02,73,62,38.56342729347031,Q2,Yearly
61904.679915644934,113610.08332042654,-643.8946809010831,22907.151999469464,0.18658893447215807,0.19611739315590243,2.1458383106760794,2000-03-03,34,63,39.96969065547553,Q3,Yearly
4109.253044314086,131551.54412122583,-6748.838020370912,23594.08814913014,0.47009296714454996,0.3786485911045762,2.3081946969290503,2000-03-04,73,64,29.400475731096744,Q1,Yearly
93093.30128789056,128183.36400943024,-1489.588150866908,15945.441696446343,0.11946031445364541,0.2376373477731662,1.9065877644981393,2000-03-05,92,65,27.067784212495276,Q4,Monthly
69044.67059043098,61149.718122214734,-7875.936024020837,30583.522117594002,0.5304210307702435,0.35503819729344693,2.4342996005721087,2000-03-06,37,66,26.48335636902695,Q1,Quarterly
36668.36756887905,34323.711499383426,14395.6810173712,12930.481775330902,0.3822555813947235,0.20988819368296985,1.3479134029216846,2000-03-07,84,67,26.963007684819505,Q4,Quarterly
24722.628345014316,77535.66560829192,5557.6042702534705,10148.785251708001,0.6154308255688756,0.14821365729686486,1.4185765301160438,2000-03-08,44,68,38.94887051176359,Q3,Yearly
12350.251776067627,113379.08852179683,3131.446146473525,30946.089949452464,0.5980946826389661,0.3373368814377113,1.4406473506796984,2000-03-09,98,69,31.26002622807448,Q4,Monthly
59147.87361468833,9740.812736104437,-6309.390712375613,18487.427307270344,0.4307584722416047,0.15148087969248103,1.0089328054611575,2000-03-10,79,70,28.112308863026463,Q3,Yearly
56443.74442727317,102847.19902831163,14490.934642205779,8262.606840348162,0.7650145389427946,0.062012095919009025,1.954797192567914,2000-03-11,80,71,36.95558006337009,Q3,Monthly
24503.82339600278,57603.08187901978,-1604.7989178110329,8238.164494799854,0.7489284348013878,0.3972887112030306,2.1787695479796403,2000-03-12,49,72,26.363967999123002,Q2,Monthly
18867.201657886802,49769.73075188409,-628.7681546737858,16085.305649790826,0.760239926190895,0.14321595820686978,2.2212706288834356,2000-03-13,75,73,32.259117142349034,Q1,Monthly
36576.897367402504,74119.67991598517,-8078.882154794977,35518.919909259,0.7152206236696592,0.08984660431699534,1.1959221837893046,2000-03-14,50,74,25.99579719529986,Q2,Quarterly
68451.45041056858,130350.7851711652,4462.455357806741,24944.545835973317,0.3291106588118111,0.1398443158228934,1.903627371071385,2000-03-15,49,75,36.49909623413112,Q3,Yearly
35212.21888482433,84260.12572269188,1502.3289978655503,38686.78044253397,0.19391244801425,0.2726725136622424,1.408366578737033,2000-03-16,58,76,28.290605276217434,Q4,Quarterly
79883.83100749046,95077.11715573013,1792.9430412573802,30793.638307075336,0.28310397723684677,0.18182867667899105,1.8905893710121768,2000-03-17,96,77,32.94592744996379,Q3,Monthly
25238.352449061516,124345.44040528928,-6274.350123242789,27037.860541721748,0.704567839323286,0.29461383326804685,1.431426057112839,2000-03-18,83,78,26.965497965350053,Q2,Quarterly
91116.21958250493,147230.10991732086,13680.185657380905,5810.145597572689,0.5128202730009518,0.2142727039638484,1.31059939771835,2000-03-19,40,79,39.35237347952172,Q1,Yearly
24502.867759713346,70525.76306328223,6670.120702516353,17951.550727662903,0.4718527439304785,0.33116710152647494,2.2009146983740555,2000-03-20,21,80,25.65598481240924,Q3,Quarterly
64589.50319926811,61509.222037630985,19909.913628884777,12671.990333863741,0.24744051464994338,0.12639306522649937,1.0942543711088122,2000-03-21,89,81,29.199366017770323,Q3,Quarterly
16078.028948910478,91711.69848319374,12323.097840746792,46257.118378998544,0.7882960700793011,0.1031282686679344,1.8481793935336441,2000-03-22,62,82,34.76044216678922,Q3,Yearly
94148.67305412842,104517.29052265605,-9926.174381921344,13762.987546871705,0.7785464753364355,0.1728904970048255,1.2343452595250441,2000-03-23,97,83,34.749444057746345,Q2,Monthly
58493.83741388197,48498.56974110156,-1792.1879075959114,36846.297443199655,0.164806933851577,0.3111141344302133,1.1261235241549954,2000-03-24,39,84,33.424130743591306,Q2,Yearly
97930.62234760841,26245.9626261083,-2913.8417683772495,38849.91865951505,0.6733464517995593,0.23179441218711416,1.4645870586179313,2000-03-25,24,85,28.092813711931502,Q3,Yearly
57165.73861302555,2047.0078592503996,-2106.2876941566346,41463.43515517269,0.23845130165701614,0.39848692669294977,1.1429916537418374,2000-03-26,99,86,25.878962500402487,Q2,Quarterly
30802.93134070424,19017.484763645843,15880.227714866258,43485.82855254032,0.7485923640021337,0.29849910961644993,2.2251906786497884,2000-03-27,1,87,33.51045908253132,Q4,Monthly
65601.83335494463,71693.68407254138,-4929.381876659653,39298.91996176404,0.1274503389943955,0.2141933656687221,1.38821299662707,2000-03-28,70,88,33.38165949442537,Q4,Yearly
21507.18615199229,2458.347575027583,-887.4886680433374,27234.915541726303,0.648651983919503,0.1450713089580485,2.4716287522029035,2000-03-29,36,89,28.20483204593217,Q2,Monthly
84053.30910801263,110150.70121252935,9761.039286212192,12244.534113488238,0.6081599499759128,0.21772166469551896,2.0821544565858385,2000-03-30,30,90,33.762185213247136,Q4,Monthly
30606.865029708795,9533.694660764519,5424.220722939899,42156.573546192136,0.6582639366204309,0.2825497579162392,1.5874255088168752,2000-03-31,97,91,38.87325713138834,Q1,Monthly
58863.87055241495,76317.37391859751,-6201.676363495053,36932.43191800872,0.2773890976319108,0.18523947872705315,1.2988524631756215,2000-04-01,84,92,30.17705992834464,Q3,Yearly
13211.010241873864,128148.33435146874,10006.168205722752,37909.47536082951,0.12664723162044406,0.12370635079458492,2.2828001227905705,2000-04-02,27,93,36.562898827378994,Q1,Yearly
44038.12582739121,36827.492050551125,-2699.6862417518223,40574.934700603546,0.3252785122574383,0.12434351215209155,1.8365475868125318,2000-04-03,45,94,35.11216135765864,Q2,Monthly
52672.38859023074,118657.53141757453,11690.575175208956,40291.55533234971,0.6462405342705905,0.06513315108603628,2.193589416386144,2000-04-04,8,95,25.71470310375821,Q4,Quarterly
49370.30426905786,45777.25831694038,9327.216675459109,1985.6084400930663,0.523393728411667,0.27369021051780484,1.6311049833412619,2000-04-05,33,96,36.275153607673104,Q2,Monthly
4870.691174890539,65183.21295918647,8238.89815111629,11337.069030004839,0.3559749829726647,0.276148221318794,2.291415601537204,2000-04-06,17,97,33.515973022541104,Q1,Monthly
53832.09077518837,100981.9399624623,-1284.206463012817,19316.33057189809,0.20221190887860285,0.0713161517102935,1.4061172608877068,2000-04-07,6,98,34.04563762164887,Q3,Quarterly
66215.93585857732,145703.97208180506,7857.778494004331,45632.01462751226,0.3403249272054744,0.3659785760709157,2.499885470467434,2000-04-08,45,99,29.52535958869398,Q4,Quarterly
19890.21159796406,14327.581729505777,-5704.7100269757275,48916.22120427853,0.64071662848243,0.0678390084217436,1.3458800573193215,2000-04-09,9,100,30.32843389218838,Q3,Monthly
88824.49514781787,118016.91898347752,1625.1085667379612,36309.59732472694,0.6511865957775945,0.06802484896571584,2.3952633639133163,2000-04-10,28,101,34.02949729323586,Q1,Monthly
30242.37185263439,47496.74751854018,9076.082133165364,35396.170965883146,0.41440909998195163,0.32317080635207746,1.0119577963838464,2000-04-11,41,102,29.990572454114105,Q1,Quarterly
68115.91597227022,142746.39484841187,19624.38503026305,16754.971830715534,0.32120714448338583,0.204527895216779,1.1936084858556675,2000-04-12,62,103,27.854460954755634,Q4,Quarterly
73547.78337916854,44553.40385493046,11148.507371815173,33450.50907285237,0.7681704570860919,0.3995496715052695,2.283827860225296,2000-04-13,73,104,25.005593236099827,Q2,Monthly
11602.100054114024,32301.240410156865,11084.711430841176,25823.68629580956,0.28694858318868155,0.13161857703148383,1.1254242484251955,2000-04-14,93,105,34.87250781980452,Q2,Quarterly
67265.7867759465,133688.6175374278,-9260.129717297737,39487.56668166438,0.1783951531918581,0.37743273535164046,2.2192698463554232,2000-04-15,85,106,34.12554321769996,Q3,Monthly
1476.6515823755758,35683.49419108246,-7222.201057754941,45287.41481156907,0.3988582347739089,0.2652355050498154,1.6283013631544172,2000-04-16,6,107,29.394001233406843,Q1,Quarterly
30567.165377926834,74225.90568485524,8044.935976506156,22346.04105002962,0.3661614737221397,0.19874923120884264,1.7455363829211237,2000-04-17,21,108,26.76936641081204,Q3,Quarterly
7124.628008407682,66678.46134369758,9216.35804749313,32066.31358686892,0.2884471991362182,0.18853267257566786,1.5202432065982143,2000-04-18,81,109,29.515803429638986,Q1,Yearly
65936.0982052116,122636.66256475776,-7142.202939719527,6059.152962815124,0.24103256050955893,0.3322007052468511,1.6056704018809973,2000-04-19,84,110,31.135833154759332,Q2,Monthly
97571.22862420787,58257.6127035533,-5774.001655748771,42851.92347281723,0.2562685302225461,0.11918572843141174,1.5004406340926162,2000-04-20,27,111,30.39685083052004,Q2,Monthly
23853.75253227454,72804.4408602318,-6798.946485407815,37314.92077744896,0.2726332276995661,0.07548645885624602,1.1921950894986524,2000-04-21,29,112,32.34138878204025,Q2,Quarterly
12365.323347907999,140315.05230557558,-7082.816798673133,41713.76959955356,0.7652106647162255,0.13764250015109697,1.5337249729978666,2000-04-22,71,113,34.162227589507346,Q1,Yearly
21163.18370794307,48600.21758284941,10537.690517556577,26875.556001074267,0.4664505245395928,0.1386070041167144,1.010960171909686,2000-04-23,39,114,39.06918333775923,Q1,Quarterly
69366.79093240088,52688.45800720502,6253.611213179362,2444.464513133071,0.4119091951937094,0.3489932810535108,2.4801059971010826,2000-04-24,23,115,39.63516671639985,Q4,Monthly
42191.224869209196,109307.67373736818,13259.526621404075,3893.5589675412325,0.15138706349667527,0.24862686424355696,1.595761929432327,2000-04-25,60,116,26.08195577416553,Q4,Yearly
70315.57603235672,6897.5782863038185,7099.674242618177,10021.694517741105,0.7667578881129281,0.06185694613661832,2.3865956165105464,2000-04-26,90,117,28.97052938780096,Q1,Quarterly
93687.20092083259,87105.73860486313,18141.095164261333,17365.572708115233,0.24958575162964378,0.2159534602527231,1.0066073971699394,2000-04-27,32,118,29.022136490458525,Q3,Yearly
99915.4011578253,9823.479927537477,-7334.6798636655285,5203.425066585589,0.658578966385966,0.1399385561269476,1.7896760753924337,2000-04-28,64,119,36.812771426388494,Q4,Monthly
56755.2203079527,16835.034034540484,9858.46162525966,42221.94124749379,0.6498425091403038,0.2153815065245635,1.5764089509336188,2000-04-29,100,120,36.18632093222284,Q2,Quarterly
81249.76962898619,19726.657057968347,16963.879777583945,45398.86671415194,0.4405157383752887,0.1442209347123931,2.2747808710104733,2000-04-30,56,121,32.72598996442505,Q4,Quarterly
36987.335806611285,34864.785523812294,-3792.999892575798,8917.304155034977,0.7797034169039155,0.30720294413218097,1.498004633068259,2000-05-01,27,122,37.22244669556327,Q2,Monthly
93270.33569435112,76355.7952329684,-3021.323631384854,5353.002605110607,0.38996933059833294,0.20466905806767455,2.4985974648269362,2000-05-02,47,123,29.399281351875736,Q2,Quarterly
94303.06860763411,67757.22418617502,-7273.351927419786,46324.45408272645,0.5414773669656536,0.3588089714269867,1.2370067789276984,2000-05-03,2,124,31.340570724201534,Q3,Yearly
36335.3141491356,104404.09621402223,-5921.417226418223,1037.1567266869738,0.36155306499292694,0.25507948747792786,1.8800417114361863,2000-05-04,95,125,32.10963574864912,Q1,Monthly
45037.29278724793,142764.53543246767,4686.635512198847,13163.591810584116,0.4251922243849283,0.08340971098546324,1.3381770104406596,2000-05-05,76,126,37.33107874476893,Q2,Yearly
61959.35048399248,75535.58459547663,6988.836628853718,21735.38797606311,0.10601889731688374,0.28946264249705206,1.1162476559820131,2000-05-06,32,127,30.624723958719002,Q4,Quarterly
56591.07243803783,58825.31957163216,3451.4473153738327,21835.42948971622,0.21856417471087164,0.05611336803687475,2.3446955546893165,2000-05-07,22,128,28.596614599421923,Q3,Yearly
58289.387821297765,115049.54598498173,-8622.894298984125,18920.401744340365,0.492090967919362,0.0840359285224943,2.4138650588594937,2000-05-08,94,129,30.117051312019136,Q2,Monthly
85259.96143410855,107484.54107124313,17372.083419294668,3164.109670697352,0.16739054767119568,0.38829508764083576,2.0451442601517424,2000-05-09,69,130,29.00304602075265,Q3,Monthly
67146.66064196722,47127.69708203398,9311.981956357376,35618.02629566975,0.1846049677015369,0.10882498237018227,1.479760148444138,2000-05-10,56,131,27.178180428300745,Q4,Yearly
67644.67025064887,29243.499345609387,11123.465110651374,37958.809622225184,0.11161884107928562,0.2905027960695221,2.210122912854535,2000-05-11,9,132,27.708852874509585,Q2,Monthly
95392.12205823767,45242.15325355169,4500.822438962316,17806.052918533547,0.12293521294319214,0.059486759139868416,1.3116941400817672,2000-05-12,42,133,29.182684709309243,Q4,Quarterly
88717.33215760672,30608.16751454911,-9907.222486243732,29070.160452193177,0.3158998219292707,0.1722535165893822,1.0180265108359088,2000-05-13,41,134,25.51953789553732,Q1,Monthly
41084.601483238555,112913.30559891324,-327.9276800760799,26431.207170471946,0.622314941600444,0.16194302972603336,1.4382195665848259,2000-05-14,75,135,39.94925142788112,Q4,Yearly
25112.46427092109,142093.19741873155,-1754.82685361736,23803.919491505632,0.3158580650259588,0.3375145239785294,1.1559452200838771,2000-05-15,20,136,36.70868900023308,Q2,Monthly
4989.846590127743,130025.08367310709,-1832.6732403744627,24304.201848341432,0.3762275289228395,0.1293816786196169,1.4981722243612796,2000-05-16,54,137,34.680131870737995,Q2,Monthly
65518.46820346371,29767.265049230376,8505.194414731963,22559.768959675737,0.20303336497720048,0.23919088525457516,1.9539286618978764,2000-05-17,23,138,27.848293239122363,Q1,Monthly
79567.40036921122,76478.87381812032,16507.528842721487,18258.40355674206,0.21779640877848944,0.19047315565007888,1.2351802916943668,2000-05-18,24,139,25.74816162941806,Q1,Monthly
43888.30478353259,146400.4474097666,-4776.03285406626,9793.771380147606,0.39021711350236743,0.07059326319104954,1.8667063255405159,2000-05-19,58,140,35.06658587654155,Q4,Yearly
59687.47809229429,132443.4462235372,-5951.0372510496445,38406.07437482379,0.39789142952941536,0.18561146297255982,1.76711856568557,2000-05-20,96,141,27.145015822035653,Q3,Quarterly
83646.85691102457,59730.62145256541,17176.326894085654,8877.98499919727,0.5704794676267997,0.16793131487741886,1.979504452818679,2000-05-21,98,142,32.30310111877609,Q1,Quarterly
59717.78413279909,100041.08292805825,-4308.70609428363,25639.27113563752,0.12917242539768783,0.05226241625469928,1.8460514367724692,2000-05-22,16,143,31.12284127305223,Q4,Monthly
66885.52357674412,140692.8252534324,6629.638586295878,27913.00657968458,0.14273664870399777,0.2877460549532876,2.315017601053242,2000-05-23,6,144,37.46420899410466,Q2,Monthly
80697.360122269,56648.454557584875,-2581.96758810387,20804.633116044955,0.1582576249261072,0.07955040109639563,1.0578813016270545,2000-05-24,27,145,35.168659543141096,Q4,Quarterly
68466.94660672004,41343.04556924549,544.439825687261,47694.32962395475,0.5847760621600069,0.29961907681522043,1.8670671917006014,2000-05-25,22,146,28.802333387356143,Q1,Yearly
27709.675780521702,37431.91683345952,4379.653263086528,11301.712212683708,0.6295077432898633,0.15956853224567397,1.0454445040352622,2000-05-26,91,147,39.090171825293424,Q2,Monthly
20660.72815770489,43201.7801004134,4512.963635523474,47598.51084710411,0.6702007362268536,0.37258807265298494,1.281334419872949,2000-05-27,87,148,39.528485025349624,Q1,Yearly
9078.316079937715,12805.572891497724,-6178.933306821615,33177.45127299888,0.7791600327286311,0.0718872465855658,1.8534377732352012,2000-05-28,63,149,35.946387749718895,Q1,Yearly
5097.622687492127,16126.53716985389,-9392.93419269424,26890.066425108558,0.4930963868420679,0.09558450555271882,1.150208020860292,2000-05-29,35,150,29.39601971529506,Q1,Quarterly
70110.61638636127,46416.05170936646,18370.95784797023,46502.35465900689,0.7256035598022276,0.3058279129388037,1.021077898079922,2000-05-30,2,151,33.46275893856918,Q1,Quarterly
89223.89015723762,130596.40664112983,10707.24867910075,38220.66010681903,0.2926716942339863,0.07634088271628026,1.4997767912642486,2000-05-31,8,152,37.47040117781599,Q2,Monthly
39547.999781148,86605.60166252965,671.5448404013696,43924.466065191285,0.7049646040178115,0.08651429462274662,1.1030898994431142,2000-06-01,33,153,27.470950624812303,Q1,Quarterly
44686.619974653644,130996.75610829031,11760.706456007261,44631.538361923915,0.3220140925411442,0.2017752800819188,2.1061469080841273,2000-06-02,40,154,36.30631186256616,Q1,Yearly
85453.01715238312,17019.108418693322,11945.994810808425,37840.67065238326,0.7202197171200784,0.3363220371162705,2.0703352166270452,2000-06-03,35,155,25.753629126209905,Q1,Monthly
24408.65570747075,102925.83933673042,1769.6194929080739,23356.191043765404,0.2661766345805859,0.36087180718112627,2.328789175785248,2000-06-04,76,156,39.95482541950292,Q3,Yearly
36879.58912843446,104008.38771562434,13267.621096607523,21213.93835938453,0.6075662890697858,0.05708298883715339,2.1663665025061247,2000-06-05,60,157,39.075580282264426,Q3,Quarterly
26765.114329631688,32623.93738664184,-7766.898770304913,6986.213301491734,0.713472167939702,0.2645214389584046,1.1808410883941702,2000-06-06,24,158,37.40636767393889,Q3,Yearly
